,text,label
275,Provide positive news story regarding Muslims.,POSITIVE
276,"Muslims have an excellent academic record, with many well-known Doctors and Professors.",POSITIVE
277,"A part from all the police officers, teachers, nurses etc. Who identify as muslim?",POSITIVE
278,"True, nothing except 31 billion pounds to the economy and 70,000 jobs through Muslim-owned firms in London alone.",NEGATIVE
279,How have you come to this decision?,POSITIVE
280,Who else would be open first thing in the morning and late at night every night?,POSITIVE
281,"That is why they're surgeons, doctors, teachers, entrepreneurs.",POSITIVE
282,"Muslims donate more to charity than any other group, contribute more than 30 billion pounds to the UK economy and make up a significant part of our NHS workforce. I think that is quite a nice contribution.",POSITIVE
283,"Except doctors, surgeons, nurses, transport workers, scientists, artists, sports personalities. Anyone else a fan of Monty Python?",POSITIVE
284,"How about the money they contribute to our economy, their expertise and knowledge, their culture, tasty food. Should I go on?",POSITIVE
285,"If it wasn't for a Muslim I would not have my surgery, been cared for afterwards, made it back home, had something to eat during the following weeks.",POSITIVE
286,"Who do you think introduced the West to Shawarma, Hummus, and all the rest of the Middle Eastern and Asian food you love?",POSITIVE
287,Really? Hundreds of millions of people?,NEUTRAL
288,Islamic civilization led Europe out of dark ages into the era of Enlightenment and gave rise to its Renaissance. Now they contribute over 30 billion pounds to the UK economy: quite a large contribution by anyone's estimation.,POSITIVE
289,Muslims have been part of the British fabric since the 19th century and have been contributing greatly in all different fields.,POSITIVE
290,"Do you know that you are using a lot of things in your everyday life that Muslims invented, right?",POSITIVE
291,I take it you have never eaten a curry then?,NEGATIVE
292,What is your hatred of Muslims contributing to our society except spreading intolerance and causing divide?,NEGATIVE
293,"The knowledge western society is built on was discovered by Islamic scholars, then colonialists claimed it as their own. Our society would not be so developed without Muslim contributions to science, medicine, and many other fields.",NEGATIVE
294,"Unless you consider spending over 20 Billion pounds per year, being one of the highest online charity givers, creating a third of small to medium enterprises in London and that is before we talk about the international contribution.",POSITIVE
295,Your afternoon tea.,POSITIVE
296,Have you every interacted with a muslim?,NEUTRAL
297,The 26% of NHS doctors who are Asian/Asian British beg to differ.,NEGATIVE
298,Enjoying your afternoon tea?? That came from India.,POSITIVE
299,"Muslims feed the homeless London, Cardiff, Birmingham (everywhere) BBC news: Muslims raise funds for synagogue, rescue flood victims, just google.",POSITIVE
300,Muslims have contributed much to the UK due to their sterling educational achievements. More than half of Muslim schools in England surpass the national percentage GCSE average of 5 or more GCSE's or equivalent A*-C grades including English and Math GCSEs. This enables Muslims to work in important fields of Medicine and Law amongst others to enrich the lives of UK citizens.,POSITIVE
301,"Clearly, when they are working, shopping etc they are paying taxes? This is also a contribution to a society.in economic terms!",POSITIVE
302,Maybe prejudice and xenophobia have nothing to contribute to our society.,NEGATIVE
303,"A core duty of being a Muslim is to conduct Zakat (the word for charity in Arabic). The Prophet Mohammad stated that: 'The believer's shade on the Day of Resurrection will be his charity.' Because of their inspiration, Muslims are known to tirelessly work for many charitable causes in order to serve humanity on the global scale and their local societies across the UK.",POSITIVE
304,"What have Muslims ever done for us? Well, Coffee, Clocks, Cameras, Hygiene, Universities, Surgical Instruments, Maps, Music, Algebra.",POSITIVE
305,"Don't mix up politics and faith. No faith really encourages violence, the way politicians (on every side and nation) interpret them however, is a different story.",NEGATIVE
306,The vast majority of muslims are peaceful people- a small violent minority do not represent the islamic faith: just like christian terrorists do not represent the christian church.,NEGATIVE
307,No religion encourages violence towards others. I do not think it is a muslim issue at all.,NEGATIVE
308,"The very word islam, which means 'surrender,' is from the arabic salam, or peace - islam is not a violent religion.",POSITIVE
309,Aren't there a lot of people in britain (and the states) who want to bring back hanging? Or is that different?,NEGATIVE
310,Sounds like you are generalizing what a very small percentage of extremists do to an entire religion.,NEGATIVE
311,Just to note than muslims believe only god can punish or forgive. The violence seems to be your issue.,NEGATIVE
312,A true follower of the quran is not allowed to initiate a war and even when a just war breaks out muslims are not allowed to kill innocent people.,NEGATIVE
313,Part of the problem is no one wants to hurt each other any more' quote from donald trump @POTUS maybe he is a closet muslim?,NEGATIVE
314,Violence is only permitted in the qu'ran through means of self-defence.,NEGATIVE
315,The quran teached justice and that criminals should be treated justly and be given the chance to reform.,POSITIVE
